Release date,Last Updated,CVE Number,CVE Title,CVE Link,MRSC Link,Impact,Max Severity,Tag,Vector String,Mitigations,Workarounds
10-Oct-23,10-Oct-23,CVE-2023-41767,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-41767,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41767,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-41765,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-41765,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41765,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-35349,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-35349,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35349,Remote Code Execution,Critical,Windows Message Queuing,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,"<p>Mitigation refers to a setting, common configuration, or general best-practice, existing in a default state, that could reduce the severity of exploitation of a vulnerability. The following mitigating factors might be helpful in your situation:</p><p>The Windows message queuing service, which is a Windows component, needs to be enabled for a system to be exploitable by this vulnerability. This feature can be added via the Control Panel.</p><p>You can check to see if there is a service running named <strong>Message Queuing</strong> and TCP port 1801 is listening on the machine.</p>",
12-Sep-23,10-Oct-23,CVE-2023-36792,Visual Studio Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36792,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36792,Remote Code Execution,Critical,.NET and Visual Studio,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
12-Sep-23,10-Oct-23,CVE-2023-36793,Visual Studio Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36793,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36793,Remote Code Execution,Critical,.NET and Visual Studio,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
12-Sep-23,10-Oct-23,CVE-2023-36796,Visual Studio Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36796,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36796,Remote Code Execution,Critical,.NET and Visual Studio,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
13-Dec-22,10-Oct-23,CVE-2022-41127,Microsoft Dynamics NAV and Microsoft Dynamics 365 Business Central (On Premises) Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2022-41127,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41127,Remote Code Execution,Critical,Microsoft Dynamics,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,,
8-Nov-22,10-Oct-23,CVE-2022-37967,Windows Kerberos Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2022-37967,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37967,Elevation of Privilege,Critical,Windows Kerberos,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36414,Azure Identity SDK Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36414,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36414,Remote Code Execution,Important,Azure SDK,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:W/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36415,Azure Identity SDK Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36415,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36415,Remote Code Execution,Important,Azure SDK,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36416,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36416,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36416,Spoofing,Important,Microsoft Dynamics,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36418,Azure RTOS GUIX Studio Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36418,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36418,Remote Code Execution,Important,Azure Real Time Operating System,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36436,Windows MSHTML Platform Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36436,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36436,Remote Code Execution,Important,Windows HTML Platform,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36565,Microsoft Office Graphics Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36565,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36565,Elevation of Privilege,Important,Microsoft Office,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36743,Win32k Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36743,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36743,Elevation of Privilege,Important,Windows Win32K,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36776,Win32k Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36776,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36776,Elevation of Privilege,Important,Windows Win32K,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36778,Microsoft Exchange Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36778,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36778,Remote Code Execution,Important,Microsoft Exchange Server,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36780,Skype for Business Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36780,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36780,Remote Code Execution,Important,Skype for Business,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,11-Oct-23,CVE-2023-36785,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36785,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36785,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,"<p><strong>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">mitigating factors</a> might be helpful in your situation:</strong></p><p>Exploitation of this vulnerability requires an attacker to trick or convince the victim into connecting to their malicious server. If your environment only connects to known, trusted servers and there is no ability to reconfigure existing connections to point to another location (for example you use TLS encryption with certificate validation), the vulnerability cannot be exploited.</p>",
10-Oct-23,10-Oct-23,CVE-2023-36786,Skype for Business Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36786,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36786,Remote Code Execution,Important,Skype for Business,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36789,Skype for Business Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36789,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36789,Remote Code Execution,Important,Skype for Business,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36790,Windows RDP Encoder Mirror Driver Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36790,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36790,Elevation of Privilege,Important,Windows RDP,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-38159,Windows Graphics Component Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-38159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38159,Elevation of Privilege,Important,Microsoft Graphics Component,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-29348,Windows Remote Desktop Gateway (RD Gateway) Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-29348,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29348,Information Disclosure,Important,Windows RDP,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-44487,MITRE: CVE-2023-44487 HTTP/2 Rapid Reset Attack,https://www.cve.org/CVERecord?id=CVE-2023-44487,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-44487,Denial of Service,Important,HTTP/2,,,"<p>The following <a href=""https://technet.microsoft.com/library/security/dn848375.aspx"">workarounds</a> might be helpful in your situation. In all cases, Microsoft strongly recommends that you install the updates for this vulnerability as soon as possible even if you plan to leave either of these workarounds in place:</p><p><strong>Disable the HTTP/2 protocol on your web server by using the Registry Editor</strong></p><p><strong>Note</strong> Using Registry Editor incorrectly can cause serious problems that may require you to reinstall your operating system. Microsoft cannot guarantee that problems resulting from the incorrect use of Registry Editor can be solved. Use Registry Editor at your own risk. For information about how to edit the registry, view the &quot;Changing Keys and Values&quot; Help topic in Registry Editor (Regedit.exe) or view the &quot;Add and Delete Information in the Registry&quot; and &quot;Edit Registry Data&quot; Help topics in Regedt32.exe.</p><ol><li>Click <strong>Start</strong>, click <strong>Run</strong>, type <strong>regedit</strong> in the <strong>Open</strong> box, and then click <strong>OK</strong>.</li><li>Locate and then click the following registry subkey:<code>HKLM\SYSTEM\CurrentControlSet\Services\HTTP\Parameters</code></li><li>Set <strong>DWORD</strong> type values <strong>EnableHttp2TIs</strong> and <strong>EnableHttp2Cleartext</strong> to one of the following:<ul><li>Set to <strong>0</strong> to disable HTTP/2</li><li>Set to <strong>1</strong> to enable HTTP/2</li></ul></li><li>Exit Registry Editor.</li><li>Restart the computer.</li></ol><p><strong>Include a protocols setting for each Kestrel endpoint to limit your application to HTTP1.1</strong></p><p>For .NET and Kestrel, servers without HTTP/2 enabled are not affected. To limit your application to HTTP1.1 via config, edit your appsettings.json to include a protocols setting for each endpoint:</p><pre><code>&quot;Kestrel&quot;: {&quot;Endpoints&quot;: {&quot;http&quot;: {// your existing config&quot;Protocols&quot;: &quot;Http1&quot;},&quot;https&quot;: {// your existing config&quot;Protocols&quot;: &quot;Http1&quot;}}}```</code></pre>"
10-Oct-23,11-Oct-23,CVE-2023-36417,Microsoft SQL OLE DB Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36417,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36417,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36419,Azure HDInsight Apache Oozie Workflow Scheduler Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36419,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36419,Elevation of Privilege,Important,Azure,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,11-Oct-23,CVE-2023-36420,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36420,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36420,Remote Code Execution,Important,SQL Server,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36429,Microsoft Dynamics 365 (On-Premises) Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36429,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36429,Information Disclosure,Important,Microsoft Dynamics,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36431,Microsoft Message Queuing Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36431,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36431,Denial of Service,Important,Windows Message Queuing,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36433,Microsoft Dynamics 365 (On-Premises) Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36433,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36433,Information Disclosure,Important,Microsoft Dynamics,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36434,Windows IIS Server Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36434,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36434,Elevation of Privilege,Important,Windows IIS,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36435,Microsoft QUIC Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36435,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36435,Denial of Service,Important,Microsoft QUIC,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36438,Windows TCP/IP Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36438,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36438,Information Disclosure,Important,Windows TCP/IP,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36557,PrintHTML API Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36557,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36557,Remote Code Execution,Important,Windows HTML Platform,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36561,Azure DevOps Server Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36561,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36561,Elevation of Privilege,Important,Azure DevOps,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:U/RL:O/RC:C,,
10-Oct-23,11-Oct-23,CVE-2023-36563,Microsoft WordPad Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36563,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36563,Information Disclosure,Important,Microsoft WordPad,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36564,Windows Search Security Feature Bypass Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36564,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36564,Security Feature Bypass,Important,Microsoft Windows Search Component,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36567,Windows Deployment Services Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36567,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36567,Information Disclosure,Important,Windows Deployment Services,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36568,Microsoft Office Click-To-Run Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36568,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36568,Elevation of Privilege,Important,Microsoft Office,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36569,Microsoft Office Elevation of Privilege Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36569,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36569,Elevation of Privilege,Important,Microsoft Office,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36570,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36570,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36570,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36571,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36571,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36571,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36572,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36572,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36572,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36573,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36573,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36573,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36574,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36574,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36574,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36575,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36575,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36575,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36576,Windows Kernel Information Disclosure Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36576,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36576,Information Disclosure,Important,Windows Kernel,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36577,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36577,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36577,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36578,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36578,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36578,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36579,Microsoft Message Queuing Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36579,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36579,Denial of Service,Important,Windows Message Queuing,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36581,Microsoft Message Queuing Denial of Service Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36581,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36581,Denial of Service,Important,Windows Message Queuing,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,,
10-Oct-23,10-Oct-23,CVE-2023-36582,Microsoft Message Queuing Remote Code Execution Vulnerability,https://www.cve.org/CVERecord?id=CVE-2023-36582,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36582,Remote Code Execution,Important,Windows Message Queuing,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,,
